Category: All categories

Day,インフルエンザ: (Tokyo)
2018-09-01,8
2018-09-02,19
2018-09-03,21
2018-09-04,15
2018-09-05,15
2018-09-06,25
2018-09-07,20
2018-09-08,11
2018-09-09,17
2018-09-10,51
2018-09-11,76
2018-09-12,85
2018-09-13,58
2018-09-14,49
2018-09-15,29
2018-09-16,15
2018-09-17,23
2018-09-18,48
2018-09-19,66
2018-09-20,70
2018-09-21,65
2018-09-22,37
2018-09-23,30
2018-09-24,43
2018-09-25,76
2018-09-26,74
2018-09-27,62
2018-09-28,62
2018-09-29,34
2018-09-30,50
2018-10-01,100
