Category: All categories

Day,インフルエンザ: (Tokyo)
2018-05-01,83
2018-05-02,44
2018-05-03,62
2018-05-04,64
2018-05-05,70
2018-05-06,55
2018-05-07,77
2018-05-08,100
2018-05-09,55
2018-05-10,60
2018-05-11,44
2018-05-12,47
2018-05-13,50
2018-05-14,51
2018-05-15,69
2018-05-16,55
2018-05-17,45
2018-05-18,47
2018-05-19,38
2018-05-20,57
2018-05-21,46
2018-05-22,36
2018-05-23,51
2018-05-24,63
2018-05-25,42
2018-05-26,35
2018-05-27,34
2018-05-28,38
2018-05-29,60
2018-05-30,42
2018-05-31,52
2018-06-01,33
