Category: All categories

Day,インフルエンザ: (Tokyo)
2019-04-01,24
2019-04-02,19
2019-04-03,19
2019-04-04,24
2019-04-05,23
2019-04-06,24
2019-04-07,25
2019-04-08,24
2019-04-09,42
2019-04-10,24
2019-04-11,22
2019-04-12,20
2019-04-13,18
2019-04-14,29
2019-04-15,37
2019-04-16,32
2019-04-17,52
2019-04-18,56
2019-04-19,44
2019-04-20,35
2019-04-21,49
2019-04-22,72
2019-04-23,70
2019-04-24,100
2019-04-25,86
2019-04-26,73
2019-04-27,87
2019-04-28,53
2019-04-29,38
2019-04-30,45
2019-05-01,42
