Category: All categories

Day,インフルエンザ: (Tokyo)
2014-12-01,57
2014-12-02,54
2014-12-03,55
2014-12-04,51
2014-12-05,69
2014-12-06,46
2014-12-07,43
2014-12-08,61
2014-12-09,58
2014-12-10,56
2014-12-11,52
2014-12-12,55
2014-12-13,45
2014-12-14,41
2014-12-15,63
2014-12-16,61
2014-12-17,65
2014-12-18,62
2014-12-19,71
2014-12-20,60
2014-12-21,63
2014-12-22,88
2014-12-23,71
2014-12-24,96
2014-12-25,94
2014-12-26,100
2014-12-27,91
2014-12-28,93
2014-12-29,94
2014-12-30,94
2014-12-31,84
2015-01-01,73
