Category: All categories

Day,インフルエンザ: (Tokyo)
2015-12-01,79
2015-12-02,86
2015-12-03,100
2015-12-04,87
2015-12-05,63
2015-12-06,53
2015-12-07,83
2015-12-08,76
2015-12-09,79
2015-12-10,66
2015-12-11,57
2015-12-12,52
2015-12-13,48
2015-12-14,65
2015-12-15,58
2015-12-16,61
2015-12-17,60
2015-12-18,56
2015-12-19,49
2015-12-20,38
2015-12-21,56
2015-12-22,46
2015-12-23,45
2015-12-24,48
2015-12-25,50
2015-12-26,48
2015-12-27,35
2015-12-28,52
2015-12-29,35
2015-12-30,32
2015-12-31,29
2016-01-01,34
