Category: All categories

Day,インフルエンザ: (Tokyo)
2018-07-01,47
2018-07-02,54
2018-07-03,76
2018-07-04,76
2018-07-05,66
2018-07-06,75
2018-07-07,100
2018-07-08,67
2018-07-09,68
2018-07-10,89
2018-07-11,74
2018-07-12,83
2018-07-13,88
2018-07-14,54
2018-07-15,54
2018-07-16,57
2018-07-17,73
2018-07-18,90
2018-07-19,90
2018-07-20,28
2018-07-21,55
2018-07-22,66
2018-07-23,76
2018-07-24,58
2018-07-25,80
2018-07-26,71
2018-07-27,93
2018-07-28,27
2018-07-29,30
2018-07-30,94
2018-07-31,53
2018-08-01,41
