Category: All categories

Day,インフルエンザ: (Tokyo)
2017-06-01,38
2017-06-02,68
2017-06-03,42
2017-06-04,50
2017-06-05,56
2017-06-06,100
2017-06-07,52
2017-06-08,72
2017-06-09,50
2017-06-10,42
2017-06-11,70
2017-06-12,34
2017-06-13,89
2017-06-14,56
2017-06-15,52
2017-06-16,53
2017-06-17,42
2017-06-18,45
2017-06-19,54
2017-06-20,47
2017-06-21,69
2017-06-22,56
2017-06-23,53
2017-06-24,29
2017-06-25,33
2017-06-26,54
2017-06-27,35
2017-06-28,38
2017-06-29,87
2017-06-30,71
2017-07-01,20
