Category: All categories

Day,インフルエンザ: (Tokyo)
2017-04-01,70
2017-04-02,72
2017-04-03,91
2017-04-04,97
2017-04-05,83
2017-04-06,87
2017-04-07,69
2017-04-08,77
2017-04-09,77
2017-04-10,100
2017-04-11,92
2017-04-12,83
2017-04-13,69
2017-04-14,81
2017-04-15,61
2017-04-16,78
2017-04-17,96
2017-04-18,96
2017-04-19,68
2017-04-20,97
2017-04-21,69
2017-04-22,75
2017-04-23,67
2017-04-24,99
2017-04-25,82
2017-04-26,82
2017-04-27,77
2017-04-28,73
2017-04-29,60
2017-04-30,62
2017-05-01,59
