Category: All categories

Day,インフルエンザ: (Tokyo)
2017-08-01,60
2017-08-02,78
2017-08-03,50
2017-08-04,56
2017-08-05,41
2017-08-06,100
2017-08-07,61
2017-08-08,54
2017-08-09,63
2017-08-10,32
2017-08-11,52
2017-08-12,36
2017-08-13,43
2017-08-14,75
2017-08-15,67
2017-08-16,69
2017-08-17,91
2017-08-18,48
2017-08-19,46
2017-08-20,46
2017-08-21,78
2017-08-22,85
2017-08-23,66
2017-08-24,49
2017-08-25,59
2017-08-26,68
2017-08-27,47
2017-08-28,84
2017-08-29,92
2017-08-30,64
2017-08-31,87
2017-09-01,81
