Category: All categories

Day,インフルエンザ: (Tokyo)
2016-05-01,87
2016-05-02,96
2016-05-03,75
2016-05-04,95
2016-05-05,100
2016-05-06,79
2016-05-07,73
2016-05-08,86
2016-05-09,77
2016-05-10,94
2016-05-11,91
2016-05-12,72
2016-05-13,44
2016-05-14,79
2016-05-15,57
2016-05-16,76
2016-05-17,69
2016-05-18,53
2016-05-19,43
2016-05-20,67
2016-05-21,38
2016-05-22,54
2016-05-23,59
2016-05-24,59
2016-05-25,68
2016-05-26,64
2016-05-27,29
2016-05-28,47
2016-05-29,25
2016-05-30,44
2016-05-31,30
2016-06-01,46
