Category: All categories

Day,インフルエンザ: (Tokyo)
2016-07-01,82
2016-07-02,51
2016-07-03,84
2016-07-04,100
2016-07-05,70
2016-07-06,73
2016-07-07,77
2016-07-08,46
2016-07-09,24
2016-07-10,50
2016-07-11,77
2016-07-12,70
2016-07-13,62
2016-07-14,56
2016-07-15,73
2016-07-16,58
2016-07-17,44
2016-07-18,56
2016-07-19,80
2016-07-20,65
2016-07-21,60
2016-07-22,70
2016-07-23,46
2016-07-24,53
2016-07-25,71
2016-07-26,42
2016-07-27,60
2016-07-28,84
2016-07-29,61
2016-07-30,36
2016-07-31,20
2016-08-01,94
