Category: All categories

Day,インフルエンザ: (Tokyo)
2015-03-01,79
2015-03-02,100
2015-03-03,82
2015-03-04,92
2015-03-05,94
2015-03-06,68
2015-03-07,64
2015-03-08,77
2015-03-09,83
2015-03-10,74
2015-03-11,72
2015-03-12,68
2015-03-13,61
2015-03-14,58
2015-03-15,65
2015-03-16,83
2015-03-17,74
2015-03-18,81
2015-03-19,77
2015-03-20,66
2015-03-21,53
2015-03-22,53
2015-03-23,64
2015-03-24,57
2015-03-25,49
2015-03-26,50
2015-03-27,55
2015-03-28,41
2015-03-29,44
2015-03-30,44
2015-03-31,48
2015-04-01,43
