Category: All categories

Day,インフルエンザ: (Tokyo)
2016-03-01,92
2016-03-02,88
2016-03-03,90
2016-03-04,80
2016-03-05,75
2016-03-06,74
2016-03-07,100
2016-03-08,84
2016-03-09,66
2016-03-10,68
2016-03-11,63
2016-03-12,54
2016-03-13,57
2016-03-14,59
2016-03-15,56
2016-03-16,57
2016-03-17,54
2016-03-18,49
2016-03-19,45
2016-03-20,47
2016-03-21,47
2016-03-22,55
2016-03-23,40
2016-03-24,38
2016-03-25,33
2016-03-26,31
2016-03-27,38
2016-03-28,37
2016-03-29,35
2016-03-30,33
2016-03-31,29
2016-04-01,27
