Category: All categories

Day,インフルエンザ: (Tokyo)
2017-11-01,74
2017-11-02,74
2017-11-03,34
2017-11-04,46
2017-11-05,36
2017-11-06,88
2017-11-07,83
2017-11-08,80
2017-11-09,87
2017-11-10,79
2017-11-11,64
2017-11-12,44
2017-11-13,100
2017-11-14,81
2017-11-15,82
2017-11-16,80
2017-11-17,68
2017-11-18,60
2017-11-19,46
2017-11-20,87
2017-11-21,77
2017-11-22,72
2017-11-23,62
2017-11-24,78
2017-11-25,43
2017-11-26,38
2017-11-27,97
2017-11-28,90
2017-11-29,83
2017-11-30,85
2017-12-01,92
