Category: All categories

Day,インフルエンザ: (Tokyo)
2016-08-01,89
2016-08-02,50
2016-08-03,71
2016-08-04,39
2016-08-05,29
2016-08-06,52
2016-08-07,72
2016-08-08,53
2016-08-09,58
2016-08-10,65
2016-08-11,39
2016-08-12,67
2016-08-13,27
2016-08-14,27
2016-08-15,33
2016-08-16,72
2016-08-17,40
2016-08-18,53
2016-08-19,85
2016-08-20,27
2016-08-21,49
2016-08-22,69
2016-08-23,54
2016-08-24,77
2016-08-25,53
2016-08-26,41
2016-08-27,49
2016-08-28,39
2016-08-29,78
2016-08-30,86
2016-08-31,74
2016-09-01,100
