Category: All categories

Day,インフルエンザ: (Tokyo)
2016-09-01,44
2016-09-02,34
2016-09-03,24
2016-09-04,31
2016-09-05,26
2016-09-06,48
2016-09-07,24
2016-09-08,49
2016-09-09,25
2016-09-10,11
2016-09-11,37
2016-09-12,74
2016-09-13,68
2016-09-14,50
2016-09-15,69
2016-09-16,67
2016-09-17,45
2016-09-18,21
2016-09-19,39
2016-09-20,55
2016-09-21,73
2016-09-22,30
2016-09-23,71
2016-09-24,36
2016-09-25,39
2016-09-26,80
2016-09-27,97
2016-09-28,97
2016-09-29,100
2016-09-30,76
2016-10-01,66
