Category: All categories

Day,インフルエンザ: (Tokyo)
2017-03-01,100
2017-03-02,82
2017-03-03,89
2017-03-04,73
2017-03-05,68
2017-03-06,94
2017-03-07,78
2017-03-08,90
2017-03-09,83
2017-03-10,63
2017-03-11,57
2017-03-12,74
2017-03-13,83
2017-03-14,70
2017-03-15,68
2017-03-16,81
2017-03-17,59
2017-03-18,59
2017-03-19,61
2017-03-20,66
2017-03-21,69
2017-03-22,58
2017-03-23,72
2017-03-24,65
2017-03-25,56
2017-03-26,47
2017-03-27,52
2017-03-28,51
2017-03-29,53
2017-03-30,56
2017-03-31,48
2017-04-01,38
