Category: All categories

Day,インフルエンザ: (Tokyo)
2017-01-01,32
2017-01-02,34
2017-01-03,41
2017-01-04,49
2017-01-05,52
2017-01-06,47
2017-01-07,45
2017-01-08,40
2017-01-09,44
2017-01-10,67
2017-01-11,52
2017-01-12,53
2017-01-13,57
2017-01-14,53
2017-01-15,41
2017-01-16,70
2017-01-17,64
2017-01-18,67
2017-01-19,64
2017-01-20,63
2017-01-21,68
2017-01-22,67
2017-01-23,81
2017-01-24,76
2017-01-25,77
2017-01-26,74
2017-01-27,85
2017-01-28,78
2017-01-29,78
2017-01-30,100
2017-01-31,87
2017-02-01,75
