Category: All categories

Day,インフルエンザ: (Tokyo)
2014-06-01,70
2014-06-02,72
2014-06-03,100
2014-06-04,89
2014-06-05,75
2014-06-06,78
2014-06-07,57
2014-06-08,82
2014-06-09,82
2014-06-10,60
2014-06-11,62
2014-06-12,43
2014-06-13,42
2014-06-14,40
2014-06-15,60
2014-06-16,74
2014-06-17,92
2014-06-18,35
2014-06-19,70
2014-06-20,63
2014-06-21,30
2014-06-22,61
2014-06-23,26
2014-06-24,58
2014-06-25,60
2014-06-26,41
2014-06-27,45
2014-06-28,13
2014-06-29,42
2014-06-30,68
2014-07-01,30
