Category: All categories

Day,インフルエンザ: (Tokyo)
2019-05-01,100
2019-05-02,92
2019-05-03,78
2019-05-04,98
2019-05-05,85
2019-05-06,85
2019-05-07,90
2019-05-08,77
2019-05-09,81
2019-05-10,55
2019-05-11,45
2019-05-12,64
2019-05-13,57
2019-05-14,69
2019-05-15,57
2019-05-16,50
2019-05-17,55
2019-05-18,31
2019-05-19,32
2019-05-20,49
2019-05-21,37
2019-05-22,60
2019-05-23,50
2019-05-24,37
2019-05-25,33
2019-05-26,37
2019-05-27,37
2019-05-28,28
2019-05-29,27
2019-05-30,29
2019-05-31,34
2019-06-01,15
