Category: All categories

Day,インフルエンザ: (Tokyo)
2015-09-01,24
2015-09-02,24
2015-09-03,29
2015-09-04,34
2015-09-05,21
2015-09-06,12
2015-09-07,43
2015-09-08,31
2015-09-09,20
2015-09-10,38
2015-09-11,27
2015-09-12,12
2015-09-13,19
2015-09-14,32
2015-09-15,58
2015-09-16,79
2015-09-17,58
2015-09-18,52
2015-09-19,21
2015-09-20,20
2015-09-21,22
2015-09-22,19
2015-09-23,42
2015-09-24,79
2015-09-25,95
2015-09-26,58
2015-09-27,49
2015-09-28,83
2015-09-29,100
2015-09-30,97
2015-10-01,99
