Category: All categories

Day,インフルエンザ: (Tokyo)
2015-05-01,82
2015-05-02,63
2015-05-03,70
2015-05-04,59
2015-05-05,73
2015-05-06,81
2015-05-07,84
2015-05-08,74
2015-05-09,62
2015-05-10,60
2015-05-11,67
2015-05-12,53
2015-05-13,62
2015-05-14,47
2015-05-15,52
2015-05-16,59
2015-05-17,46
2015-05-18,45
2015-05-19,70
2015-05-20,100
2015-05-21,59
2015-05-22,36
2015-05-23,39
2015-05-24,31
2015-05-25,42
2015-05-26,51
2015-05-27,65
2015-05-28,52
2015-05-29,33
2015-05-30,34
2015-05-31,37
2015-06-01,48
