Category: All categories

Day,インフルエンザ: (Tokyo)
2017-12-01,87
2017-12-02,65
2017-12-03,47
2017-12-04,78
2017-12-05,66
2017-12-06,66
2017-12-07,72
2017-12-08,61
2017-12-09,57
2017-12-10,50
2017-12-11,86
2017-12-12,71
2017-12-13,67
2017-12-14,63
2017-12-15,68
2017-12-16,70
2017-12-17,64
2017-12-18,89
2017-12-19,83
2017-12-20,83
2017-12-21,74
2017-12-22,91
2017-12-23,61
2017-12-24,71
2017-12-25,100
2017-12-26,95
2017-12-27,98
2017-12-28,80
2017-12-29,75
2017-12-30,82
2017-12-31,73
2018-01-01,72
