Category: All categories

Day,インフルエンザ: (Tokyo)
2015-07-01,87
2015-07-02,58
2015-07-03,94
2015-07-04,50
2015-07-05,27
2015-07-06,68
2015-07-07,73
2015-07-08,61
2015-07-09,81
2015-07-10,71
2015-07-11,28
2015-07-12,56
2015-07-13,80
2015-07-14,100
2015-07-15,80
2015-07-16,66
2015-07-17,80
2015-07-18,20
2015-07-19,32
2015-07-20,47
2015-07-21,49
2015-07-22,64
2015-07-23,68
2015-07-24,49
2015-07-25,32
2015-07-26,33
2015-07-27,44
2015-07-28,52
2015-07-29,94
2015-07-30,57
2015-07-31,43
2015-08-01,21
